i,j,cio,ym
CTNM4,LLIS3,0.935083626685485,201701
JOPA3,LLIS3,0.935886866564924,201701
AGRO3,LLISE3,1,201701
BRIN3,LLISE3,0.99914190690676,201701
BRKM3,LLISE3,0.999122468680226,201701
CPRE3,LLISE3,0.997883946728253,201701
ITSA3,LLISE3,0.916229472616494,201701
GOLL4,MAGG3,0.901492445678963,201701
BRGE3,MGEL4,1,201701
CCXC3,MGEL4,0.935886866564925,201701
CGRA3,MGEL4,0.998845984632868,201701
CRIV3,MGEL4,1,201701
CTNM4,MGEL4,0.999141733997841,201701
JOPA3,MGEL4,1,201701
LLIS3,MGEL4,0.935886866564925,201701
EMBR3,MLFT4,0.879499686404185,201701
BPHA3,MMXM3,0.999988001130725,201701
IGBR3,MMXM3,0.999999039005725,201701
BTTL4,MTSA3,1,201701
CGRA4,MTSA3,0.999078182924523,201701
FESA4,MTSA3,0.962790393720011,201701
BTTL4,MTSA4,0.999860167709606,201701
CGRA4,MTSA4,0.998938479533922,201701
FESA4,MTSA4,0.962655764534088,201701
MTSA3,MTSA4,0.999860167709606,201701
BRAP3,OIBR4,0.916232467690937,201701
CAMB4,OIBR4,0.873904228689599,201701
BRGE3,OSXB3,0.935886866564924,201701
CCXC3,OSXB3,1,201701
CGRA3,OSXB3,0.934806838739011,201701
CRIV3,OSXB3,0.935886866564924,201701
CTNM4,OSXB3,0.935083626685485,201701
JOPA3,OSXB3,0.935886866564925,201701
LLIS3,OSXB3,1,201701
MGEL4,OSXB3,0.935886866564925,201701
ALPA3,PARC3,0.984506990810736,201701
ENGI4,PARC3,0.984523493752713,201701
ENMT3,PARC3,0.979804573305059,201701
ENMT4,PARC3,0.983772789855161,201701
HBOR3,PNVL3,0.948401612012114,201701
CAMB4,PRIO3,0.999925249124607,201701
OIBR4,PRIO3,0.873839028054137,201701
ENEV3,PSSA3,0.979952842455762,201701
HYPE3,PSSA3,0.927842579480331,201701
MILS3,PTBL3,0.98885922689879,201701
EUCA4,QGEP3,0.888109553305899,201701
BRGE3,RAPT3,0.999885800610748,201701
CCXC3,RAPT3,0.93569710179111,201701
CGRA3,RAPT3,0.998731917031465,201701
CRIV3,RAPT3,0.999885800610748,201701
CTNM4,RAPT3,0.999027632622042,201701
JOPA3,RAPT3,0.999885800610747,201701
LLIS3,RAPT3,0.93569710179111,201701
MGEL4,RAPT3,0.999885800610748,201701
OSXB3,RAPT3,0.93569710179111,201701
ALPA3,REDE3,0.999955710878204,201701
ENGI4,REDE3,0.99997089912423,201701
ENMT3,REDE3,0.994526054552743,201701
ENMT4,REDE3,0.998961877156804,201701
PARC3,REDE3,0.984564439847618,201701
ALPA3,REDE4,0.999787659124312,201701
ENGI4,REDE4,0.999822630641909,201701
ENMT3,REDE4,0.995018191706979,201701
ENMT4,REDE4,0.999321091765606,201701
PARC3,REDE4,0.984524675599759,201701
REDE3,REDE4,0.999936920730263,201701
EGIE3,RENT3,0.945100520377205,201701
ALPA3,RLOG3,0.915648731789699,201701
ENGI4,RLOG3,0.915668619012517,201701
ENMT3,RLOG3,0.910952463656226,201701
ENMT4,RLOG3,0.91495692012853,201701
GUAR3,RLOG3,0.888038673015969,201701
PARC3,RLOG3,0.902499995321982,201701
REDE3,RLOG3,0.915726716004988,201701
REDE4,RLOG3,0.915719474840453,201701
BRGE3,RPAD3,1,201701
CCXC3,RPAD3,0.935886866564925,201701
CGRA3,RPAD3,0.998845984632868,201701
CRIV3,RPAD3,1,201701
CTNM4,RPAD3,0.99914173399784,201701
JOPA3,RPAD3,1,201701
LLIS3,RPAD3,0.935886866564925,201701
MGEL4,RPAD3,1,201701
OSXB3,RPAD3,0.935886866564924,201701
RAPT3,RPAD3,0.999885800610747,201701
BMEB4,RSID3,0.992378736396237,201701
BOBR4,RSID3,0.992378736396237,201701
BPAN4,RSID3,0.992378736396237,201701
BRIV3,RSID3,0.984097952278751,201701
CEBR5,RSID3,0.992378006840566,201701
CESP3,RSID3,0.983621566580261,201701
GUAR4,RSID3,0.955301514398558,201701
EMBR3,SANB4,0.919284401595303,201701
MLFT4,SANB4,0.90169376065783,201701
MILS3,SEER3,0.988009094340207,201701
PTBL3,SEER3,0.990691214126374,201701
CAMB4,SGPS3,0.896288659937623,201701
PRIO3,SGPS3,0.896221661575688,201701
ALPA4,SMTO3,0.928526564845945,201701
CGAS5,SMTO3,0.898645149347062,201701
ENBR3,SMTO3,0.893904170906245,201701
BRAP3,SNSL3,0.873838890432286,201701
OIBR4,SNSL3,0.953682750666055,201701
EGIE3,TIET11,0.877239192894445,201701
PRML3,TRIS3,0.900580016046364,201701
MILS3,UCAS3,0.989962875710965,201701
PTBL3,UCAS3,0.994934339657919,201701
SEER3,UCAS3,0.995083575233223,201701
BRGE3,UNIP3,1,201701
CCXC3,UNIP3,0.935886866564925,201701
CGRA3,UNIP3,0.998845984632868,201701
CRIV3,UNIP3,1,201701
CTNM4,UNIP3,0.999141733997841,201701
JOPA3,UNIP3,1,201701
LLIS3,UNIP3,0.935886866564925,201701
MGEL4,UNIP3,1,201701
OSXB3,UNIP3,0.935886866564925,201701
RAPT3,UNIP3,0.999885800610749,201701
RPAD3,UNIP3,1,201701
BTTL4,UNIP6,0.998324968603155,201701
CGRA4,UNIP6,0.997639883699268,201701
FESA4,UNIP6,0.962076197374268,201701
MTSA3,UNIP6,0.998324968603155,201701
MTSA4,UNIP6,0.998185370536237,201701
OIBR4,USIM3,0.924565467847417,201701
SNSL3,USIM3,0.881755465453715,201701
GOAU3,VIVT3,0.914702237670975,201701
BMEB4,VULC3,1,201701
BOBR4,VULC3,1,201701
BPAN4,VULC3,1,201701
BRIV3,VULC3,0.991380522899496,201701
CEBR5,VULC3,0.999999264841492,201701
CESP3,VULC3,0.991175161481147,201701
GUAR4,VULC3,0.962634730823352,201701
RSID3,VULC3,0.992378736396238,201701
AFLT3,AFLU3,1,201702
BAZA3,BNBR3,0.99697150693852,201702
BMEB4,BOBR4,1,201702
BMEB4,BPAN4,1,201702
BOBR4,BPAN4,1,201702
AGRO3,BRIN3,0.998366823495487,201702
BMEB4,BRIV3,0.990937629934406,201702
BOBR4,BRIV3,0.990937629934406,201702
BPAN4,BRIV3,0.990937629934406,201702
AGRO3,BRKM3,0.999408643303511,201702
BRIN3,BRKM3,0.99777643258886,201702
BRGE3,CCXC3,0.908266415320145,201702
BMEB4,CEBR5,0.999999220850837,201702
BOBR4,CEBR5,0.999999220850837,201702
BPAN4,CEBR5,0.999999220850837,201702
BRIV3,CEBR5,0.990936857846181,201702
AFLT3,CEEB3,1,201702
AFLU3,CEEB3,1,201702
AFLT3,CEED3,1,201702
AFLU3,CEED3,1,201702
CEEB3,CEED3,1,201702
AFLT3,CEED4,1,201702
AFLU3,CEED4,1,201702
CEEB3,CEED4,1,201702
CEED3,CEED4,1,201702
AFLT3,CEPE3,1,201702
AFLU3,CEPE3,1,201702
CEEB3,CEPE3,1,201702
CEED3,CEPE3,1,201702
CEED4,CEPE3,1,201702
BMEB4,CESP3,0.990614603397697,201702
BOBR4,CESP3,0.990614603397697,201702
BPAN4,CESP3,0.990614603397697,201702
BRIV3,CESP3,0.981639869775549,201702
CEBR5,CESP3,0.990613831561157,201702
ALPA3,CGAS3,0.881667262984272,201702
ALPA4,CGAS5,0.920965250181007,201702
BRGE3,CGRA3,0.99888525993591,201702
CCXC3,CGRA3,0.907253934358121,201702
BTTL4,CGRA4,0.999056649388662,201702
AGRO3,CPRE3,0.982729250698144,201702
BRIN3,CPRE3,0.981133104722978,201702
BRKM3,CPRE3,0.982148107174908,201702
CELP3,CRDE3,0.923600513503836,201702
BRGE3,CRIV3,1,201702
CCXC3,CRIV3,0.908266415320145,201702
CGRA3,CRIV3,0.998885259935909,201702
AFLT3,CSRN3,1,201702
AFLU3,CSRN3,1,201702
CEEB3,CSRN3,1,201702
CEED3,CSRN3,1,201702
CEED4,CSRN3,1,201702
CEPE3,CSRN3,1,201702
AFLT3,CSRN5,1,201702
AFLU3,CSRN5,1,201702
CEEB3,CSRN5,1,201702
CEED3,CSRN5,1,201702
CEED4,CSRN5,1,201702
CEPE3,CSRN5,1,201702
CSRN3,CSRN5,1,201702
CARD3,CTKA4,1,201702
BRGE3,CTNM4,0.99916919006637,201702
CCXC3,CTNM4,0.907511818559915,201702
CGRA3,CTNM4,0.998055376139399,201702
CRIV3,CTNM4,0.999169190066369,201702
AFLT3,EEEL3,1,201702
AFLU3,EEEL3,1,201702
CEEB3,EEEL3,1,201702
CEED3,EEEL3,1,201702
CEED4,EEEL3,1,201702
CEPE3,EEEL3,1,201702
CSRN3,EEEL3,1,201702
CSRN5,EEEL3,1,201702
AFLT3,EEEL4,1,201702
AFLU3,EEEL4,1,201702
CEEB3,EEEL4,1,201702
CEED3,EEEL4,1,201702
CEED4,EEEL4,1,201702
CEPE3,EEEL4,1,201702
CSRN3,EEEL4,1,201702
CSRN5,EEEL4,1,201702
EEEL3,EEEL4,1,201702
ALPA4,ENBR3,0.961117514924672,201702
ALPA3,ENGI4,0.999995981278221,201702
CGAS3,ENGI4,0.881661565824559,201702
ALPA3,ENMT3,0.991296208024445,201702
ENGI4,ENMT3,0.991551423522667,201702
ALPA3,ENMT4,0.996881163857118,201702
ENGI4,ENMT4,0.997083169344959,201702
ENMT3,ENMT4,0.997548108141333,201702
CPLE3,EUCA4,0.936361327243918,201702
BTTL4,FESA4,0.994353933095161,201702
CGRA4,FESA4,0.993787787412616,201702
EGIE3,FIBR3,0.929106218470294,201702
GEPA3,GEPA4,1,201702
EUCA4,GGBR3,0.909236615563458,201702
CTNM3,GSHP3,0.999999850436139,201702
BMEB4,GUAR4,0.956314068719126,201702
BOBR4,GUAR4,0.956314068719126,201702
BPAN4,GUAR4,0.956314068719126,201702
BRIV3,GUAR4,0.948065541793852,201702
CEBR5,GUAR4,0.95631332360782,201702
CESP3,GUAR4,0.947349824108732,201702
ENEV3,HYPE3,0.901118476241715,201702
BAHI3,IGBR3,0.999872852596564,201702
CTNM3,INEP3,0.999011757110921,201702
GSHP3,INEP3,0.999011607694865,201702
CTNM3,INEP4,0.999690577873137,201702
GSHP3,INEP4,0.999690428355554,201702
INEP3,INEP4,0.999706816826441,201702
AGRO3,ITSA3,0.917055469167261,201702
BRIN3,ITSA3,0.915557755721682,201702
BRKM3,ITSA3,0.916513520252896,201702
CPRE3,ITSA3,0.901217234063377,201702
BMEB4,ITUB3,0.89058714134224,201702
BOBR4,ITUB3,0.89058714134224,201702
BPAN4,ITUB3,0.89058714134224,201702
BRIV3,ITUB3,0.882719711253771,201702
CEBR5,ITUB3,0.890586447442014,201702
CESP3,ITUB3,0.88242487006186,201702
BRGE3,JOPA3,1,201702
CCXC3,JOPA3,0.908266415320145,201702
CGRA3,JOPA3,0.998885259935909,201702
CRIV3,JOPA3,1,201702
CTNM4,JOPA3,0.99916919006637,201702
FRAS3,JSLG3,0.997138651946831,201702
KLBN3,KLBN4,0.994159837289348,201702
BRGE3,LLIS3,0.908266415320145,201702
CCXC3,LLIS3,1,201702
CGRA3,LLIS3,0.907253934358121,201702
CRIV3,LLIS3,0.908266415320145,201702
CTNM4,LLIS3,0.907511818559915,201702
JOPA3,LLIS3,0.908266415320145,201702
AGRO3,LLISE3,1,201702
BRIN3,LLISE3,0.998366823495486,201702
BRKM3,LLISE3,0.999408643303511,201702
CPRE3,LLISE3,0.982729250698144,201702
ITSA3,LLISE3,0.917055469167261,201702
BRGE3,MGEL4,1,201702
CCXC3,MGEL4,0.908266415320145,201702
CGRA3,MGEL4,0.99888525993591,201702
CRIV3,MGEL4,1,201702
CTNM4,MGEL4,0.999169190066369,201702
JOPA3,MGEL4,1,201702
LLIS3,MGEL4,0.908266415320145,201702
BAHI3,MMXM3,0.999999580296985,201702
IGBR3,MMXM3,0.999887042634779,201702
FRAS3,MOVI3,0.896693863075937,201702
JSLG3,MOVI3,0.898252954671492,201702
BTTL4,MTSA3,1,201702
CGRA4,MTSA3,0.999056649388662,201702
FESA4,MTSA3,0.994353933095161,201702
BTTL4,MTSA4,1,201702
CGRA4,MTSA4,0.999056649388662,201702
FESA4,MTSA4,0.994353933095161,201702
MTSA3,MTSA4,1,201702
BMEB4,OIBR3,0.895960871884254,201702
BOBR4,OIBR3,0.895960871884254,201702
BPAN4,OIBR3,0.895960871884254,201702
BRIV3,OIBR3,0.888042987949624,201702
CEBR5,OIBR3,0.895960173797091,201702
CESP3,OIBR3,0.887551932437602,201702
BRAP3,OIBR4,0.895497325545134,201702
BRGE3,OSXB3,0.908266415320145,201702
CCXC3,OSXB3,1,201702
CGRA3,OSXB3,0.907253934358121,201702
CRIV3,OSXB3,0.908266415320145,201702
CTNM4,OSXB3,0.907511818559915,201702
JOPA3,OSXB3,0.908266415320145,201702
LLIS3,OSXB3,1,201702
MGEL4,OSXB3,0.908266415320145,201702
HBOR3,PNVL3,0.955173261917756,201702
BAHI3,POMO3,0.885016037883852,201702
IGBR3,POMO3,0.884905241351505,201702
MMXM3,POMO3,0.885015765892933,201702
CAMB4,PRIO3,0.999954503918588,201702
MILS3,PTBL3,0.985145437704256,201702
BRGE3,RAPT3,0.999880972599505,201702
CCXC3,RAPT3,0.908054395253576,201702
CGRA3,RAPT3,0.998766365220027,201702
CRIV3,RAPT3,0.999880972599506,201702
CTNM4,RAPT3,0.999050261555023,201702
JOPA3,RAPT3,0.999880972599506,201702
LLIS3,RAPT3,0.908054395253576,201702
MGEL4,RAPT3,0.999880972599506,201702
OSXB3,RAPT3,0.908054395253576,201702
ALPA3,REDE3,0.999889370516441,201702
ENGI4,REDE3,0.999926921117369,201702
ENMT3,REDE3,0.992568747364848,201702
ENMT4,REDE3,0.997876276615802,201702
ALPA3,REDE4,0.999465253527714,201702
ENGI4,REDE4,0.999552265160396,201702
ENMT3,REDE4,0.993803165146848,201702
ENMT4,REDE4,0.998782342989329,201702
REDE3,REDE4,0.999840635987736,201702
EGIE3,RENT3,0.915981392419996,201702
GUAR3,RLOG3,0.907259837578719,201702
RNEW11,RNEW3,0.992840028695763,201702
BRGE3,RPAD3,1,201702
CCXC3,RPAD3,0.908266415320145,201702
CGRA3,RPAD3,0.99888525993591,201702
CRIV3,RPAD3,1,201702
CTNM4,RPAD3,0.999169190066369,201702
JOPA3,RPAD3,1,201702
LLIS3,RPAD3,0.908266415320145,201702
MGEL4,RPAD3,1,201702
OSXB3,RPAD3,0.908266415320145,201702
RAPT3,RPAD3,0.999880972599505,201702
BMEB4,RSID3,0.991485455897233,201702
BOBR4,RSID3,0.991485455897233,201702
BPAN4,RSID3,0.991485455897233,201702
BRIV3,RSID3,0.982729689044023,201702
CEBR5,RSID3,0.99148468338217,201702
CESP3,RSID3,0.98218024133099,201702
GUAR4,RSID3,0.948173816224896,201702
ITUB3,RSID3,0.883357590958648,201702
OIBR3,RSID3,0.888335228102913,201702
KLBN3,SANB3,1,201702
KLBN4,SANB3,0.994159837289348,201702
EMBR3,SANB4,0.88781843774058,201702
LINX3,SANB4,0.909906839255243,201702
CAMB4,SGPS3,0.942230279791017,201702
PRIO3,SGPS3,0.942187412005499,201702
KEPL3,SLCE3,0.891271710605711,201702
CARD3,SLED4,0.998301325400954,201702
CTKA4,SLED4,0.998301325400954,201702
ALPA4,SMTO3,0.928116350692204,201702
CGAS5,SMTO3,0.897491581980142,201702
ENBR3,SMTO3,0.884873223206941,201702
OIBR4,SNSL3,0.956482492089906,201702
BTTL4,SSBR3,0.913190882987808,201702
CGRA4,SSBR3,0.913759382102305,201702
FESA4,SSBR3,0.908443666475601,201702
MTSA3,SSBR3,0.913190882987808,201702
MTSA4,SSBR3,0.913190882987807,201702
BSEV3,TPIS3,0.941126359455048,201702
PRML3,TRIS3,0.88987146520975,201702
MILS3,UCAS3,0.984840295074304,201702
PTBL3,UCAS3,0.996075086959231,201702
BRGE3,UNIP3,1,201702
CCXC3,UNIP3,0.908266415320145,201702
CGRA3,UNIP3,0.99888525993591,201702
CRIV3,UNIP3,1,201702
CTNM4,UNIP3,0.999169190066369,201702
JOPA3,UNIP3,1,201702
LLIS3,UNIP3,0.908266415320145,201702
MGEL4,UNIP3,1,201702
OSXB3,UNIP3,0.908266415320146,201702
RAPT3,UNIP3,0.999880972599506,201702
RPAD3,UNIP3,1,201702
BTTL4,UNIP6,0.998669043905798,201702
CGRA4,UNIP6,0.997940209269579,201702
FESA4,UNIP6,0.993302985611321,201702
MTSA3,UNIP6,0.998669043905798,201702
MTSA4,UNIP6,0.998669043905798,201702
SSBR3,UNIP6,0.91222845280507,201702
OIBR4,USIM3,0.917990679865223,201702
BRAP4,VALE3,0.894943560610441,201702
BMEB4,VULC3,1,201702
BOBR4,VULC3,1,201702
BPAN4,VULC3,1,201702
BRIV3,VULC3,0.990937629934406,201702
CEBR5,VULC3,0.999999220850837,201702
CESP3,VULC3,0.990614603397697,201702
GUAR4,VULC3,0.956314068719126,201702
ITUB3,VULC3,0.89058714134224,201702
OIBR3,VULC3,0.895960871884254,201702
RSID3,VULC3,0.991485455897233,201702
AFLT3,AFLU3,0.995610277791468,201703
BAZA3,BNBR3,0.996777590401461,201703
BMEB4,BOBR4,1,201703
BMEB4,BPAN4,1,201703
BOBR4,BPAN4,1,201703
AGRO3,BRIN3,1,201703
BMEB4,BRIV3,0.992945898154254,201703
BOBR4,BRIV3,0.992945898154254,201703
BPAN4,BRIV3,0.992945898154254,201703
AGRO3,BRKM3,0.999282869652203,201703
BRIN3,BRKM3,0.999282869652203,201703
BMEB4,CEBR5,0.999999322285813,201703
BOBR4,CEBR5,0.999999322285813,201703
BPAN4,CEBR5,0.999999322285813,201703
BRIV3,CEBR5,0.992945225220732,201703
AFLT3,CEEB3,0.99632141048398,201703
AFLU3,CEEB3,0.999968536428272,201703
AFLU3,CEED3,0.963763356985708,201703
CEEB3,CEED3,0.961616943486784,201703
AFLU3,CEED4,0.963763356985708,201703
CEEB3,CEED4,0.961616943486784,201703
CEED3,CEED4,1,201703
AFLU3,CEPE3,0.963763356985708,201703
CEEB3,CEPE3,0.961616943486784,201703
CEED3,CEPE3,1,201703
CEED4,CEPE3,1,201703
BMEB4,CESP3,0.990444870840664,201703
BOBR4,CESP3,0.990444870840664,201703
BPAN4,CESP3,0.990444870840664,201703
BRIV3,CESP3,0.983460416452965,201703
CEBR5,CESP3,0.990444199602123,201703
ALPA4,CGAS5,0.946321865220922,201703
BRGE3,CGRA3,0.997929558058,201703
BTTL4,CGRA4,0.997724509460181,201703
AGRO3,CPRE3,0.959212605794307,201703
BRIN3,CPRE3,0.959212605794307,201703
BRKM3,CPRE3,0.958524725324703,201703
BRGE3,CRIV3,1,201703
CGRA3,CRIV3,0.997929558058001,201703
BMTO4,CRIV4,1,201703
BMTO4,CSAB4,1,201703
CRIV4,CSAB4,1,201703
AFLT3,CSRN3,0.994561644494105,201703
AFLU3,CSRN3,0.999943759088577,201703
CEEB3,CSRN3,0.999828167330889,201703
CEED3,CSRN3,0.966538288729023,201703
CEED4,CSRN3,0.966538288729023,201703
CEPE3,CSRN3,0.966538288729023,201703
AFLT3,CSRN5,0.994982844143118,201703
AFLU3,CSRN5,0.99997900266402,201703
CEEB3,CSRN5,0.999896134155675,201703
CEED3,CSRN5,0.965471795603396,201703
CEED4,CSRN5,0.965471795603396,201703
CEPE3,CSRN5,0.965471795603396,201703
CSRN3,CSRN5,0.999991490328557,201703
BMTO4,CSRN6,1,201703
CRIV4,CSRN6,1,201703
CSAB4,CSRN6,1,201703
BRGE3,CTNM4,0.998970116612048,201703
CGRA3,CTNM4,0.996901806983812,201703
CRIV3,CTNM4,0.998970116612048,201703
AFLU3,EEEL3,0.963763356985708,201703
CEEB3,EEEL3,0.961616943486784,201703
CEED3,EEEL3,1,201703
CEED4,EEEL3,1,201703
CEPE3,EEEL3,1,201703
CSRN3,EEEL3,0.966538288729023,201703
CSRN5,EEEL3,0.965471795603396,201703
AFLU3,EEEL4,0.963763356985708,201703
CEEB3,EEEL4,0.961616943486784,201703
CEED3,EEEL4,1,201703
CEED4,EEEL4,1,201703
CEPE3,EEEL4,1,201703
CSRN3,EEEL4,0.966538288729023,201703
CSRN5,EEEL4,0.965471795603396,201703
EEEL3,EEEL4,1,201703
ALPA3,ENGI4,0.999996584609636,201703
ALPA3,ENMT3,0.990822438070111,201703
ENGI4,ENMT3,0.991037989572918,201703
ALPA3,ENMT4,0.997225836120188,201703
ENGI4,ENMT4,0.997396233809799,201703
ENMT3,ENMT4,0.996977480952254,201703
CPLE3,EUCA4,0.942690112788345,201703
BMTO4,FJTA4,1,201703
CRIV4,FJTA4,1,201703
CSAB4,FJTA4,1,201703
CSRN6,FJTA4,1,201703
BMTO4,FRIO3,1,201703
CRIV4,FRIO3,1,201703
CSAB4,FRIO3,1,201703
CSRN6,FRIO3,1,201703
FJTA4,FRIO3,1,201703
GEPA3,GEPA4,1,201703
CPLE3,GGBR3,0.960615967370557,201703
EUCA4,GGBR3,0.960988879433805,201703
DTEX3,GOLL4,0.93641535879525,201703
CTNM3,GSHP3,0.99999990381174,201703
BMEB4,GUAR4,0.96598993477404,201703
BOBR4,GUAR4,0.96598993477404,201703
BPAN4,GUAR4,0.96598993477404,201703
BRIV3,GUAR4,0.959508780812922,201703
CEBR5,GUAR4,0.965989280108957,201703
CESP3,GUAR4,0.956767696791697,201703
CTNM3,INEP3,0.999365994256862,201703
GSHP3,INEP3,0.999365898129586,201703
CTNM3,INEP4,1,201703
GSHP3,INEP4,0.99999990381174,201703
INEP3,INEP4,0.999365994256862,201703
BRGE3,JOPA3,1,201703
CGRA3,JOPA3,0.997929558058001,201703
CRIV3,JOPA3,1,201703
CTNM4,JOPA3,0.998970116612047,201703
FRAS3,JSLG3,0.985164605339847,201703
KLBN3,KLBN4,1,201703
AGRO3,LLISE3,1,201703
BRIN3,LLISE3,1,201703
BRKM3,LLISE3,0.999282869652203,201703
CPRE3,LLISE3,0.959212605794307,201703
BMTO4,MNDL3,1,201703
CRIV4,MNDL3,1,201703
CSAB4,MNDL3,1,201703
CSRN6,MNDL3,1,201703
FJTA4,MNDL3,1,201703
FRIO3,MNDL3,1,201703
BTTL4,MTSA3,1,201703
CGRA4,MTSA3,0.997724509460181,201703
BTTL4,MTSA4,1,201703
CGRA4,MTSA4,0.99772450946018,201703
MTSA3,MTSA4,1,201703
BMTO4,PLAS3,1,201703
CRIV4,PLAS3,1,201703
CSAB4,PLAS3,1,201703
CSRN6,PLAS3,1,201703
FJTA4,PLAS3,1,201703
FRIO3,PLAS3,1,201703
MNDL3,PLAS3,1,201703
BMEB4,PMAM3,0.99718350549432,201703
BOBR4,PMAM3,0.99718350549432,201703
BPAN4,PMAM3,0.99718350549432,201703
BRIV3,PMAM3,0.99014929178886,201703
CEBR5,PMAM3,0.997182829688911,201703
CESP3,PMAM3,0.987655575351012,201703
GUAR4,PMAM3,0.963269365177945,201703
